CWE_ID,Name,MITRE_AI_Tagged,View1_Score,View2_Score,Max_Score,Is_AI_Relevant,AI_Category,Attack_Type,Attack_Surface,View1_Reasoning,View2_Reasoning,AI_Impact,Description,Source_View
493,Critical Public Variable Without Final Modifier,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product has a critical public variable that is not final, which allows the variable to be modified to contain unexpected values.",Research-Concepts-1000
494,Download of Code Without Integrity Check,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,Research-Concepts-1000
495,Private Data Structure Returned From A Public Method,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product has a method that is declared public, but returns a reference to a private data structure, which could then be modified in unexpected ways.",Research-Concepts-1000
496,Public Data Assigned to Private Array-Typed Field,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Assigning public data to a private array is equivalent to giving public access to the array.,Research-Concepts-1000
500,Public Static Field Not Marked Final,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"An object contains a public static field that is not marked final, which might allow it to be modified in unexpected ways.",Research-Concepts-1000
501,Trust Boundary Violation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product mixes trusted and untrusted data in the same data structure or structured message.,Research-Concepts-1000
506,Embedded Malicious Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product contains code that appears to be malicious in nature.,Research-Concepts-1000
507,Trojan Horse,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator.",Research-Concepts-1000
508,Non-Replicating Malicious Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Non-replicating malicious code only resides on the target system or product that is attacked; it does not attempt to spread to other systems.,Research-Concepts-1000
509,Replicating Malicious Code (Virus or Worm),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"Replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or the product.",Research-Concepts-1000
510,Trapdoor,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism.",Research-Concepts-1000
511,Logic/Time Bomb,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product contains code that is designed to disrupt the legitimate operation of the product (or its environment) when a certain time passes, or when a certain logical condition is met.",Research-Concepts-1000
512,Spyware,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product collects personally identifiable information about a human user or the user's activities, but the product accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the product.",Research-Concepts-1000
514,Covert Channel,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A covert channel is a path that can be used to transfer information in a way not intended by the system's designers.,Research-Concepts-1000
515,Covert Storage Channel,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.,Research-Concepts-1000
520,.NET Misconfiguration: Use of Impersonation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Allowing a .NET application to run at potentially escalated levels of access to the underlying operating and file systems can be dangerous and result in various forms of attacks.,Research-Concepts-1000
521,Weak Password Requirements,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not require that users should have strong passwords.,Research-Concepts-1000
523,Unprotected Transport of Credentials,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.,Research-Concepts-1000
524,Use of Cache Containing Sensitive Information,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere.",Research-Concepts-1000
525,Use of Web Browser Cache Containing Sensitive Information,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The web application does not use an appropriate caching policy that specifies the extent to which each web page and associated form fields should be cached.,Research-Concepts-1000
526,Cleartext Storage of Sensitive Information in an Environment Variable,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses an environment variable to store unencrypted sensitive information.,Research-Concepts-1000
531,Inclusion of Sensitive Information in Test Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"Accessible test applications can pose a variety of security risks. Since developers or administrators rarely consider that someone besides themselves would even know about the existence of these applications, it is common for them to contain sensitive information or functions.",Research-Concepts-1000
536,Servlet Runtime Error Message Containing Sensitive Information,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A servlet error message indicates that there exists an unhandled exception in the web application code and may provide useful information to an attacker.,Research-Concepts-1000
538,Insertion of Sensitive Information into Externally-Accessible File or Directory,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information.",Research-Concepts-1000
