"requirement_id","module","name","cia","applicable_threats"
"SYS.1.7.A14","SYS.1.7","Reporting on the Secure Operation of z/OS","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.39|G 0.40|G 0.43|G 0.45|G 0.46"
"SYS.1.7.A16","SYS.1.7","Monitoring of z/OS Systems","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.27|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.39|G 0.40|G 0.43|G 0.45|G 0.46"
"SYS.1.7.A17","SYS.1.7","Synchronisation of z/OS Passwords and RACF Commands","","G 0.18|G 0.25|G 0.26|G 0.31|G 0.45"
"SYS.1.7.A18","SYS.1.7","Role Concept for z/OS Systems","","G 0.18|G 0.27|G 0.31|G 0.33"
"SYS.1.7.A19","SYS.1.7","Protection of z/OS Transaction Monitors","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.32|G 0.36|G 0.37|G 0.45|G 0.46"
"SYS.1.7.A20","SYS.1.7","Decommissioning z/OS Systems","","G 0.18|G 0.19|G 0.23|G 0.26|G 0.30|G 0.36"
"SYS.1.7.A21","SYS.1.7","Protection of the Startup Process of z/OS Systems","","G 0.18|G 0.25|G 0.26|G 0.31|G 0.33"
"SYS.1.7.A22","SYS.1.7","Protection of the Operating Functions of z/OS","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.45|G 0.46"
"SYS.1.7.A23","SYS.1.7","Protection of z/VM","","G 0.14|G 0.18|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.28|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.40|G 0.45|G 0.46"
"SYS.1.7.A24","SYS.1.7","Administration of Storage Media in z/OS Systems","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.26|G 0.27|G 0.30|G 0.32|G 0.36|G 0.37|G 0.39|G 0.45|G 0.46"
"SYS.1.7.A25","SYS.1.7","Stipulation of z/OS System Capacity","","G 0.18|G 0.25|G 0.26|G 0.27|G 0.31|G 0.45"
"SYS.1.7.A26","SYS.1.7","Workload Management for z/OS Systems","","G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.27|G 0.30|G 0.32|G 0.36|G 0.37|G 0.45|G 0.46"
"SYS.1.7.A27","SYS.1.7","Character Set Conversion in z/OS Systems","","G 0.18|G 0.25|G 0.26|G 0.28|G 0.31|G 0.45|G 0.46"
"SYS.1.7.A28","SYS.1.7","Licence Key Management for z/OS Software","","G 0.18|G 0.25|G 0.26|G 0.27"
"SYS.1.7.A29","SYS.1.7","Protection of Unix System Services on z/OS Systems","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.27|G 0.30|G 0.32|G 0.36|G 0.37|G 0.45|G 0.46"
"SYS.1.7.A30","SYS.1.7","Protection of the z/OS Trace Functions","","G 0.14|G 0.19|G 0.23|G 0.30|G 0.32|G 0.36|G 0.37|G 0.43"
"SYS.1.7.A31","SYS.1.7","Contingency Planning for z/OS Systems","","G 0.18|G 0.25|G 0.26|G 0.31|G 0.33|G 0.40|G 0.45"
"SYS.1.7.A32","SYS.1.7","Determining Standards for z/OS System Definitions","CIA","G 0.18|G 0.31"
"SYS.1.7.A33","SYS.1.7","Separation of Test and Production Systems in z/OS","CIA","G 0.14|G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.28|G 0.30|G 0.31|G 0.32|G 0.36|G 0.37|G 0.39|G 0.43|G 0.45|G 0.46"
"SYS.1.7.A34","SYS.1.7","Batch Job Planning for z/OS Systems","CIA","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.27|G 0.30|G 0.32|G 0.36|G 0.37|G 0.45|G 0.46"
"SYS.1.7.A35","SYS.1.7","Use of RACF Exits","CIA","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.30|G 0.32|G 0.36|G 0.37|G 0.45|G 0.46"
"SYS.1.7.A36","SYS.1.7","Internal Communication Between Operating Systems","CIA","G 0.14|G 0.19|G 0.22|G 0.23|G 0.27|G 0.30|G 0.36|G 0.37|G 0.39|G 0.40|G 0.43|G 0.46"
"SYS.1.7.A37","SYS.1.7","Parallel Sysplex in z/OS","CIA","G 0.18|G 0.25|G 0.26|G 0.27|G 0.40|G 0.45"
"SYS.1.7.A38","SYS.1.7","Use of the VTAM Session Management Exit in z/OS","CIA","G 0.14|G 0.19|G 0.22|G 0.23|G 0.30|G 0.40|G 0.43|G 0.45|G 0.46"
"SYS.1.8.A1","SYS.1.8","Appropriate Installation of Storage Systems","","G 0.2|G 0.8|G 0.16|G 0.44"
"SYS.1.8.A2","SYS.1.8","Secure Basic Configuration of Storage Solutions","","G 0.15|G 0.19|G 0.23|G 0.28|G 0.30"
"SYS.1.8.A4","SYS.1.8","Protection of Administration Interfaces","","G 0.23|G 0.30"
"SYS.1.8.A6","SYS.1.8","Creation of a Security Policy for Storage Solutions","","G 0.29"
"SYS.1.8.A7","SYS.1.8","Planning of Storage Solutions","","G 0.18"
"SYS.1.8.A8","SYS.1.8","Selecting an Appropriate Storage Solution","","G 0.18"
"SYS.1.8.A9","SYS.1.8","Selection of Suppliers for a Storage Solution","","G 0.11|G 0.18"
"SYS.1.8.A10","SYS.1.8","Drawing Up and Maintaining an Operating Manual","","G 0.29"
"SYS.1.8.A11","SYS.1.8","Secure Operation of a Storage Solution","","G 0.25|G 0.26|G 0.27"
"SYS.1.8.A13","SYS.1.8","Monitoring and Administration of Storage Solutions","","G 0.25|G 0.26|G 0.27"
"SYS.1.8.A14","SYS.1.8","Protection of an SAN Through Segmentation","","G 0.19|G 0.22|G 0.27|G 0.30"
"SYS.1.8.A15","SYS.1.8","Secure Separation of Clients in Storage Solutions","","G 0.19|G 0.22|G 0.27|G 0.30"
"SYS.1.8.A16","SYS.1.8","Secure Separation of Clients in Storage Solutions","","G 0.19"
"SYS.1.8.A17","SYS.1.8","Documenting Storage System Settings","","G 0.29"
"SYS.1.8.A18","SYS.1.8","Security Audits and Reporting Storage Systems","","G 0.29"
"SYS.1.8.A19","SYS.1.8","Decommissioning Storage Solutions","","G 0.19|G 0.26"
"SYS.1.8.A20","SYS.1.8","Contingency Planning and Emergency Response for Storage Solutions","","G 0.19|G 0.25|G 0.45"
"SYS.1.8.A21","SYS.1.8","Use of Storage Pools in Client Separation","CIA","G 0.19|G 0.22|G 0.30"
"SYS.1.8.A22","SYS.1.8","Use of a High Availability SAN Solution","A","G 0.25"
"SYS.1.8.A23","SYS.1.8","Use of Encryption for Storage Solutions","CI","G 0.15|G 0.46"
"SYS.1.8.A24","SYS.1.8","Ensuring the Integrity of the SAN Fabric","I","G 0.23|G 0.46"
"SYS.1.8.A25","SYS.1.8","Multiple Overwrites of LUN Data","C","G 0.19"
"SYS.1.8.A26","SYS.1.8","Securing a SAN with Hard Zoning","CIA","G 0.19|G 0.22|G 0.30"
"SYS.2.1.A1","SYS.2.1","Secure User Authorisation","","G 0.14|G 0.19|G 0.22|G 0.23|G 0.36"
"SYS.2.1.A3","SYS.2.1","Activation of Automatic Update Mechanisms","","G 0.20|G 0.25|G 0.26|G 0.28"
"SYS.2.1.A6","SYS.2.1","Using Malware Protection Programs","","G 0.21|G 0.22|G 0.26|G 0.39|G 0.40"
"SYS.2.1.A8","SYS.2.1","Protecting the Boot Process","","G 0.21|G 0.22|G 0.30|G 0.31|G 0.45"
"SYS.2.1.A9","SYS.2.1","Defining a Security Policy for Clients","","G 0.19|G 0.31|G 0.43"
"SYS.2.1.A10","SYS.2.1","Planning the Use of Clients","","G 0.22|G 0.23|G 0.31|G 0.43"
"SYS.2.1.A11","SYS.2.1","Procurement of Clients","","G 0.25|G 0.31"
"SYS.2.1.A13","SYS.2.1","Access to Runtime Environments with Unmonitored Code Execution","","G 0.21|G 0.30"
"SYS.2.1.A14","SYS.2.1","Updates and Patches for Firmware, Operating Systems, and Applications","","G 0.21|G 0.26|G 0.28"
"SYS.2.1.A15","SYS.2.1","Secure Installation and Configuration of Clients","","G 0.21|G 0.22|G 0.23|G 0.30|G 0.40|G 0.45"
"SYS.2.1.A16","SYS.2.1","Disabling and Removing Unnecessary Components and IDs","","G 0.19|G 0.23|G 0.28|G 0.30|G 0.40|G 0.45"
"SYS.2.1.A18","SYS.2.1","Using Encrypted Communication","","G 0.15|G 0.19|G 0.45|G 0.46"
"SYS.2.1.A20","SYS.2.1","Protecting the Administration Process for Clients","","G 0.15|G 0.21|G 0.30"
"SYS.2.1.A21","SYS.2.1","Preventing Unauthorised Use of Computer Microphones and Cameras","","G 0.14|G 0.15|G 0.19"
"SYS.2.1.A23","SYS.2.1","Preferences for Client-Server Services","","G 0.21|G 0.22|G 0.25|G 0.31|G 0.40|G 0.43"
"SYS.2.1.A24","SYS.2.1","Dealing with External and Removable Media","","G 0.14|G 0.31|G 0.39"
"SYS.2.1.A26","SYS.2.1","Protection Against Exploitation of Vulnerabilities in Applications","","G 0.21|G 0.23|G 0.28"
"SYS.2.1.A27","SYS.2.1","Orderly Decommissioning of Clients","","G 0.14|G 0.19"
"SYS.2.1.A28","SYS.2.1","Encryption of Clients","C","G 0.14|G 0.15|G 0.19|G 0.45"
"SYS.2.1.A29","SYS.2.1","System and Client Monitoring","A","G 0.21|G 0.25|G 0.26|G 0.40"
"SYS.2.1.A30","SYS.2.1","Setting Up a Reference Environment for Clients","CIA","G 0.21|G 0.26|G 0.31"
"SYS.2.1.A31","SYS.2.1","Configuring Local Packet Filters","CIA","G 0.23|G 0.30|G 0.40"
"SYS.2.1.A32","SYS.2.1","Use of Additional Safeguards to Protect Against Exploits","CIA","G 0.19|G 0.21|G 0.22|G 0.23|G 0.28|G 0.30|G 0.39|G 0.40|G 0.43|G 0.45"
"SYS.2.1.A33","SYS.2.1","Application Whitelisting","CI","G 0.21|G 0.31|G 0.39|G 0.45"
"SYS.2.1.A34","SYS.2.1","Encapsulation of Security-Critical Applications and Operating System Components","CIA","G 0.21|G 0.31|G 0.39|G 0.45"
"SYS.2.1.A35","SYS.2.1","Active Administration of Root Certificates","CI","G 0.14|G 0.15|G 0.19|G 0.40"
"SYS.2.1.A36","SYS.2.1","Self-Managed Use of SecureBoot and TPM","CI","G 0.14|G 0.19|G 0.20|G 0.21|G 0.23|G 0.30"
"SYS.2.1.A37","SYS.2.1","Use of Multi-Factor Authentication","C","G 0.14|G 0.19|G 0.23|G 0.30|G 0.36|G 0.39|G 0.43|G 0.45"
"SYS.2.1.A38","SYS.2.1","Integration into Contingency Planning","A","G 0.25|G 0.26"
"SYS.2.1.A39","SYS.2.1","Stable and Uninterruptible Power Supply","A","G 0.25|G 0.26|G 0.31"
"SYS.2.1.A40","SYS.2.1","Operational Documentation","A","G 0.21|G 0.25"
"SYS.2.1.A41","SYS.2.1","Use of Quotas for Local Media","A","G 0.25|G 0.31|G 0.43"
"SYS.2.1.A42","SYS.2.1","Use of Cloud and Online Functions","","G 0.19|G 0.22|G 0.45|G 0.46"
"SYS.2.1.A43","SYS.2.1","Local Security Policy for Clients","","G 0.23|G 0.26|G 0.30|G 0.31"
"SYS.2.1.A44","SYS.2.1","Client Security Policy Management","","G 0.23|G 0.30|G 0.31"
"SYS.2.1.A45","SYS.2.1","Extended Logging","CIA","G 0.30|G 0.31"
"SYS.2.2.2.A1","SYS.2.2.2","Selecting a Suitable Windows 8.1 Version","","G 0.22|G 0.28|G 0.29|G 0.30|G 0.31"
"SYS.2.2.2.A2","SYS.2.2.2","Defining a Login Procedure for Windows 8.1","","G 0.16|G 0.19|G 0.22|G 0.23|G 0.29|G 0.30|G 0.32|G 0.46"
"SYS.2.2.2.A3","SYS.2.2.2","Use of Virus Protection Programs with Windows 8.1","","G 0.19|G 0.29|G 0.32|G 0.39|G 0.45|G 0.46"
"SYS.2.2.2.A4","SYS.2.2.2","Procurement of Windows 8.1","","G 0.18"
"SYS.2.2.2.A5","SYS.2.2.2","Local Security Policy for Windows 8.1","","G 0.19|G 0.22|G 0.29|G 0.30|G 0.31|G 0.39|G 0.46"
"SYS.2.2.2.A7","SYS.2.2.2","Use of Windows User Account Control","","G 0.22|G 0.31|G 0.46"
"SYS.2.2.2.A8","SYS.2.2.2","No Use of the Homegroup Feature","","G 0.19|G 0.30|G 0.45"
"SYS.2.2.2.A9","SYS.2.2.2","Data Protection and Data Economy in Windows 8.1 Clients","","G 0.19|G 0.22|G 0.32|G 0.36|G 0.39|G 0.46"
"SYS.2.2.2.A10","SYS.2.2.2","Integration of Online Accounts into the Operating System","","G 0.16|G 0.18|G 0.19|G 0.22|G 0.25|G 0.29|G 0.30|G 0.31|G 0.45"
"SYS.2.2.2.A11","SYS.2.2.2","Configuration of Synchronisation Mechanisms in Windows 8.1","","G 0.16|G 0.18|G 0.19|G 0.22|G 0.25|G 0.29|G 0.30|G 0.31|G 0.45"
"SYS.2.2.2.A12","SYS.2.2.2","Secure Central Authentication of Windows Networks","","G 0.18|G 0.19|G 0.46"
"SYS.2.2.2.A13","SYS.2.2.2","Connection of Windows 8.1 to the Microsoft Store","","G 0.19|G 0.22|G 0.32|G 0.36|G 0.39|G 0.46"
"SYS.2.2.2.A14","SYS.2.2.2","Application Control Using Software Restriction Policies and AppLocker","CIA","G 0.19|G 0.22|G 0.32|G 0.36|G 0.39|G 0.46"
"SYS.2.2.2.A15","SYS.2.2.2","File System Encryption Using EFS","CI","G 0.19|G 0.46"
"SYS.2.2.2.A16","SYS.2.2.2","Use of Windows PowerShell","CIA","G 0.22|G 0.30|G 0.31"
"SYS.2.2.2.A17","SYS.2.2.2","Secure Use of the Maintenance Centre","CIA","G 0.31"
"SYS.2.2.2.A18","SYS.2.2.2","Activation of the Last Access Time Stamp","A","G 0.18|G 0.22|G 0.32"
"SYS.2.2.2.A19","SYS.2.2.2","Use of Login Information Management","C","G 0.16|G 0.31"
"SYS.2.2.2.A20","SYS.2.2.2","Security During Remote Access Using RDP","CIA","G 0.19|G 0.30|G 0.31|G 0.32|G 0.46"
"SYS.2.2.2.A21","SYS.2.2.2","Use of File and Registry Virtualisation","CI","G 0.22|G 0.31|G 0.46"
"SYS.2.2.3.A1","SYS.2.2.3","Planning the Use of Cloud Services for Windows 10","","G 0.15|G 0.18|G 0.29"
"SYS.2.2.3.A2","SYS.2.2.3","Selecting and Procuring a Suitable Windows 10 Version","","G 0.18|G 0.29"
"SYS.2.2.3.A4","SYS.2.2.3","Telemetry and Privacy Settings in Windows 10","","G 0.19"
"SYS.2.2.3.A5","SYS.2.2.3","Protection Against Malware in Windows 10","","G 0.39"
"SYS.2.2.3.A6","SYS.2.2.3","Integration of Online Accounts into the Operating System","","G 0.19"
"SYS.2.2.3.A9","SYS.2.2.3","Secure Central Authentication of Windows Networks","","G 0.23|G 0.30"
"SYS.2.2.3.A12","SYS.2.2.3","File and Share Authorisation in Windows 10","","G 0.22|G 0.30"
"SYS.2.2.3.A13","SYS.2.2.3","Using the SmartScreen Function","","G 0.19"
"SYS.2.2.3.A14","SYS.2.2.3","Use of the Voice Assistant Cortana","","G 0.15|G 0.19"
"SYS.2.2.3.A15","SYS.2.2.3","Use of Synchronisation Mechanisms in Windows 10","","G 0.19"
"SYS.2.2.3.A16","SYS.2.2.3","Connection of Windows 10 to the Microsoft Store","","G 0.19|G 0.28|G 0.29"
"SYS.2.2.3.A17","SYS.2.2.3","No Storage of Data for Automatic Login","","G 0.19|G 0.23|G 0.30"
"SYS.2.2.3.A18","SYS.2.2.3","Use of Windows Remote Support","","G 0.23|G 0.30"
"SYS.2.2.3.A19","SYS.2.2.3","Security During Remote Access Using RDP","","G 0.23|G 0.30"
"SYS.2.2.3.A20","SYS.2.2.3","Use of User Account Control (UAC) for Privileged Accounts","","G 0.18"
"SYS.2.2.3.A21","SYS.2.2.3","Use of the Encrypting File System","CI","G 0.14|G 0.19"
"SYS.2.2.3.A22","SYS.2.2.3","Use of Windows PowerShell","CIA","G 0.22|G 0.30"
"SYS.2.2.3.A23","SYS.2.2.3","Advanced Protection of Login Information in Windows 10","CI","G 0.14|G 0.19|G 0.22"
"SYS.2.2.3.A24","SYS.2.2.3","Activation of the Last Access Time Stamp","A","G 0.18|G 0.29|G 0.37"
"SYS.2.2.3.A25","SYS.2.2.3","Handling Remote Access Features of Connected User Experience and Telemetry","CI","G 0.23|G 0.30|G 0.36|G 0.37"
"SYS.2.3.A1","SYS.2.3","Authentication of Administrators and Users","","G 0.30|G 0.31|G 0.32"
"SYS.2.3.A2","SYS.2.3","Selection of an Appropriate Distribution","","G 0.20|G 0.21|G 0.28"
"SYS.2.3.A4","SYS.2.3","Kernel Updates on Unix-Like Systems","","G 0.20|G 0.21|G 0.25|G 0.28|G 0.39"
"SYS.2.3.A5","SYS.2.3","Secure Installation of Software Packages","","G 0.20|G 0.21|G 0.28|G 0.39"
"SYS.2.3.A6","SYS.2.3","No Automatic Integration of Removable Drives","","G 0.21|G 0.22|G 0.23|G 0.25|G 0.45"
"SYS.2.3.A7","SYS.2.3","Restrictive Granting of Access Rights for Files and Directories","","G 0.19|G 0.21|G 0.22|G 0.30|G 0.31|G 0.32"
"SYS.2.3.A8","SYS.2.3","Use of Techniques to Restrict the Rights of Applications","","G 0.19|G 0.21|G 0.22|G 0.30|G 0.31|G 0.32"
"SYS.2.3.A9","SYS.2.3","Secure Use of Passwords in the Command Line","","G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.32|G 0.45|G 0.46"
"SYS.2.3.A11","SYS.2.3","Preventing the Local Hard Drive From Becoming Overloaded","","G 0.25|G 0.45|G 0.46"
"SYS.2.3.A12","SYS.2.3","Secure Use of Appliances","","G 0.19|G 0.20|G 0.21|G 0.22|G 0.23|G 0.25|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.45|G 0.46"
"SYS.2.3.A14","SYS.2.3","Protection Against the Use of Unauthorised Peripheral Devices","CIA","G 0.21|G 0.22|G 0.25|G 0.30"
"SYS.2.3.A15","SYS.2.3","Additional Protection Prior to Executing Undesired Files","CI","G 0.21|G 0.22|G 0.23"
"SYS.2.3.A17","SYS.2.3","Additional Prevention of Further Intrusion When Vulnerabilities Are Exploited","CI","G 0.21|G 0.30|G 0.31|G 0.32"
"SYS.2.3.A18","SYS.2.3","Additional Kernel Protection","CI","G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.32|G 0.39|G 0.45|G 0.46"
"SYS.2.3.A19","SYS.2.3","Hard Disk or File Encryption","CI","G 0.19|G 0.22|G 0.23|G 0.46"
"SYS.2.3.A20","SYS.2.3","Disabling Critical SysRq Features","CIA","G 0.25|G 0.31|G 0.32"
"SYS.2.4.A1","SYS.2.4","Planning the Secure Use of macOS","","G 0.18|G 0.29|G 0.30|G 0.31|G 0.45|G 0.46"
"SYS.2.4.A2","SYS.2.4","Using the Security Functions Integrated into macOS","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.39"
"SYS.2.4.A3","SYS.2.4","Use of Suitable User Accounts","","G 0.18|G 0.23|G 0.30|G 0.31|G 0.32"
"SYS.2.4.A4","SYS.2.4","Use of Hard Drive Encryption","","G 0.14|G 0.16|G 0.17|G 0.19|G 0.30"
"SYS.2.4.A5","SYS.2.4","Disabling Security-Critical Functions in macOS","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.28"
"SYS.2.4.A6","SYS.2.4","Using Up-To-Date Mac Hardware","","G 0.18|G 0.28"
"SYS.2.4.A7","SYS.2.4","Two-Factor Authentication for Apple IDs","","G 0.14|G 0.18|G 0.19"
"SYS.2.4.A8","SYS.2.4","No iCloud Use for Confidential Data","","G 0.14|G 0.18|G 0.19|G 0.29|G 0.45"
"SYS.2.4.A9","SYS.2.4","Using Additional Protection Programs in macOS","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.39"
"SYS.2.4.A10","SYS.2.4","Activating the Personal Firewall in macOS","","G 0.18|G 0.19|G 0.23|G 0.32|G 0.39"
"SYS.2.4.A11","SYS.2.4","Disposing of Macs","","G 0.14|G 0.18|G 0.19|G 0.29|G 0.45"
"SYS.2.4.A12","SYS.2.4","Firmware Password and Boot Protection on Macs","CIA","G 0.14|G 0.16|G 0.17|G 0.19|G 0.21|G 0.23|G 0.30|G 0.31|G 0.46"
"SYS.3.1.A1","SYS.3.1","Rules for Mobile Laptop Use","","G 0.4|G 0.14|G 0.16|G 0.17|G 0.18|G 0.19|G 0.22|G 0.39|G 0.45"
"SYS.3.1.A3","SYS.3.1","Use of Personal Firewalls","","G 0.14|G 0.19|G 0.39"
"SYS.3.1.A6","SYS.3.1","Security Guidelines for Laptops","","G 0.4|G 0.14|G 0.16|G 0.17|G 0.18|G 0.19|G 0.22|G 0.39|G 0.45"
"SYS.3.1.A7","SYS.3.1","Orderly Issue and Return of Laptops","","G 0.14|G 0.18|G 0.19|G 0.31"
"SYS.3.1.A8","SYS.3.1","Secure Connection of Laptops to Data Networks","","G 0.14|G 0.19|G 0.39"
"SYS.3.1.A9","SYS.3.1","Secure Remote Access with Laptops","","G 0.14|G 0.19|G 0.39"
"SYS.3.1.A10","SYS.3.1","Synchronisation of Stored Data on Laptops","","G 0.45"
"SYS.3.1.A11","SYS.3.1","Securing the Power Supply for Laptops","","G 0.45"
"SYS.3.1.A12","SYS.3.1","Reporting the Loss of Laptops","","G 0.14|G 0.19"
"SYS.3.1.A13","SYS.3.1","Encryption of Laptops","","G 0.14|G 0.19|G 0.22"
"SYS.3.1.A14","SYS.3.1","Suitable Storage of Laptops","","G 0.4|G 0.14|G 0.16|G 0.17|G 0.19|G 0.22"
"SYS.3.1.A15","SYS.3.1","Appropriate Selection of Laptops","","G 0.18"
"SYS.3.1.A16","SYS.3.1","Central Administration and Administration of Laptops","CI","G 0.18|G 0.31"
"SYS.3.1.A17","SYS.3.1","Pooled Storage of Laptops","A","G 0.4|G 0.17"
"SYS.3.1.A18","SYS.3.1","Use of Anti-Theft Devices","CIA","G 0.16"
"SYS.3.2.1.A1","SYS.3.2.1","Definition of a Policy for Using Smartphones and Tablets","","G 0.18|G 0.19|G 0.30|G 0.31"
"SYS.3.2.1.A2","SYS.3.2.1","Drawing Up a Strategy for Cloud Usage","","G 0.18|G 0.19"
"SYS.3.2.1.A3","SYS.3.2.1","Secure Basic Configuration for Mobile Devices","","G 0.18|G 0.23|G 0.31"
"SYS.3.2.1.A4","SYS.3.2.1","Use of an Access Control Mechanism","","G 0.30"
"SYS.3.2.1.A5","SYS.3.2.1","Operating System and App Updates","","G 0.18|G 0.28"
"SYS.3.2.1.A6","SYS.3.2.1","Privacy Settings and Authorisations","","G 0.14|G 0.19|G 0.30"
"SYS.3.2.1.A7","SYS.3.2.1","Code of Conduct in the Event of Security Incidents","","G 0.19"
"SYS.3.2.1.A8","SYS.3.2.1","Installation of Apps","","G 0.28|G 0.30|G 0.39"
"SYS.3.2.1.A9","SYS.3.2.1","Restrictive Use of Functional Extensions","","G 0.19|G 0.45|G 0.46"
"SYS.3.2.1.A10","SYS.3.2.1","Policy for Employees Regarding the Use of Mobile Devices","","G 0.16|G 0.17|G 0.18|G 0.30"
"SYS.3.2.1.A11","SYS.3.2.1","Storage Encryption","","G 0.14|G 0.19"
"SYS.3.2.1.A12","SYS.3.2.1","Use of Non-Personalised Device Names","","G 0.19"
"SYS.3.2.1.A13","SYS.3.2.1","Rules Regarding Screen Sharing and Casting","","G 0.18|G 0.19|G 0.30"
"SYS.3.2.1.A16","SYS.3.2.1","Disabling Unused Communication Interfaces","","G 0.15|G 0.19|G 0.23|G 0.30"
"SYS.3.2.1.A18","SYS.3.2.1","Use of Biometric Authentication","","G 0.23|G 0.36"
"SYS.3.2.1.A19","SYS.3.2.1","Use of a Voice Assistant","","G 0.15|G 0.19"
"SYS.3.2.1.A22","SYS.3.2.1","Integrating Mobile Devices into Internal Infrastructure via VPN","","G 0.15|G 0.18|G 0.22"
"SYS.3.2.1.A25","SYS.3.2.1","Use of Separate Work Environments","CI","G 0.19|G 0.31"
"SYS.3.2.1.A26","SYS.3.2.1","Use of PIM Containers","CIA","G 0.14|G 0.19|G 0.22"
"SYS.3.2.1.A27","SYS.3.2.1","Use of Specially Secured End Devices","CIA","G 0.19"
"SYS.3.2.1.A28","SYS.3.2.1","Using the Filter Option for Websites","","G 0.14|G 0.19|G 0.31|G 0.39"
"SYS.3.2.1.A29","SYS.3.2.1","Use of an Organisation-Related APN","CIA","G 0.23|G 0.30|G 0.36"
"SYS.3.2.1.A30","SYS.3.2.1","Restricted App Installation Using a Whitelist","CIA","G 0.20|G 0.30|G 0.36"
"SYS.3.2.1.A31","SYS.3.2.1","Regulation of Mobile Payments","","G 0.18"
"SYS.3.2.1.A32","SYS.3.2.1","MDM Usage","","G 0.30|G 0.31"
"SYS.3.2.1.A33","SYS.3.2.1","Selection and Installation of Security Apps","","G 0.31|G 0.39"
"SYS.3.2.1.A34","SYS.3.2.1","Configuration of the DNS Server Used","","G 0.15|G 0.19|G 0.22"
"SYS.3.2.1.A35","SYS.3.2.1","Using a Firewall","CIA","G 0.19|G 0.23"
"SYS.3.2.2.A1","SYS.3.2.2","Determining a Strategy for Mobile Device Management","","G 0.18|G 0.29"
"SYS.3.2.2.A2","SYS.3.2.2","Defining Admissible Mobile Devices","","G 0.18"
"SYS.3.2.2.A3","SYS.3.2.2","Selecting an MDM Product","","G 0.11|G 0.18|G 0.45"
"SYS.3.2.2.A4","SYS.3.2.2","Distribution of the Basic Configuration to Mobile Devices","","G 0.13|G 0.14|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.36|G 0.39"
"SYS.3.2.2.A5","SYS.3.2.2","Installing the MDM Client","","G 0.13|G 0.14|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.36|G 0.39"
"SYS.3.2.2.A6","SYS.3.2.2","Logging the Device Status","","G 0.30|G 0.31|G 0.32|G 0.37"
"SYS.3.2.2.A7","SYS.3.2.2","Installation of Apps","","G 0.14|G 0.16|G 0.19|G 0.21|G 0.22|G 0.23|G 0.24|G 0.25|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.39"
"SYS.3.2.2.A12","SYS.3.2.2","Protection of the MDM Operating Environment","","G 0.23|G 0.30|G 0.32|G 0.38"
"SYS.3.2.2.A14","SYS.3.2.2","Use of External Reputation Services for Apps","CI","G 0.14|G 0.16|G 0.19|G 0.22|G 0.23|G 0.28|G 0.30|G 0.36|G 0.39"
"SYS.3.2.2.A17","SYS.3.2.2","Monitoring the Use of Mobile Devices","I","G 0.29|G 0.30|G 0.31|G 0.32|G 0.37"
"SYS.3.2.2.A19","SYS.3.2.2","Using Geofencing","CI","G 0.14"
"SYS.3.2.2.A20","SYS.3.2.2","Regular Review of the MDM System","","G 0.18|G 0.19|G 0.21|G 0.23|G 0.29|G 0.30|G 0.31|G 0.32"
"SYS.3.2.2.A21","SYS.3.2.2","Administration of Certificates","","G 0.14|G 0.15|G 0.18|G 0.19|G 0.22|G 0.23|G 0.29|G 0.30|G 0.31|G 0.32|G 0.36|G 0.38"
"SYS.3.2.2.A22","SYS.3.2.2","Remote Deletion and Decommissioning of End Devices","","G 0.14|G 0.15|G 0.16|G 0.17|G 0.18|G 0.19|G 0.24|G 0.29|G 0.30|G 0.36|G 0.38"
"SYS.3.2.2.A23","SYS.3.2.2","Enforcing Compliance Requirements","CI","G 0.16|G 0.21|G 0.22|G 0.29"
