,,,,,Typical Control Applicability and Ownership,Typical Control Applicability and Ownership,Typical Control Applicability and Ownership,Typical Control Applicability and Ownership,Architectural Relevance - GenAI Stack Components,Architectural Relevance - GenAI Stack Components,Architectural Relevance - GenAI Stack Components,Architectural Relevance - GenAI Stack Components,Architectural Relevance - GenAI Stack Components,Architectural Relevance - GenAI Stack Components,Lifecycle Relevance ,Lifecycle Relevance ,Lifecycle Relevance ,Lifecycle Relevance ,Lifecycle Relevance ,Lifecycle Relevance ,Organizational Relevance,Organizational Relevance,Organizational Relevance,Organizational Relevance,Organizational Relevance,Organizational Relevance,Organizational Relevance,Organizational Relevance,Organizational Relevance,Threat Category,Threat Category,Threat Category,Threat Category,Threat Category,Threat Category,Threat Category,Threat Category,Threat Category
Infrastructure Security,Migration to Cloud Environments,I&S-07,"Use secure and encrypted communication channels when migrating servers,
services, applications, or data to cloud environments. Such channels must include
only up-to-date and approved protocols.
",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data storage, Resource provisioning",Design,N/A,"Orchestration, AI applications",Operations,N/A,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Infrastructure Security,Network Architecture Documentation,I&S-08,"Identify and document high-risk environments.
",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Resource provisioning, Data storage",N/A,N/A,"Orchestration, AI applications, AI Services supply chain","Operations, Continuous monitoring, Maintenance",N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Infrastructure Security,Network Defense,I&S-09,"Define, implement and evaluate processes, procedures and defense-in-depth
techniques for protection, detection, and timely response to network-based attacks.
",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Data storage, Resource provisioning",Training,Validation/Red Teaming,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Logging and Monitoring,Logging and Monitoring Policy and Procedures,LOG-01,"Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for logging and monitoring. Review and update the policies
and procedures at least annually.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Logging and Monitoring,Audit Logs Protection,LOG-02,"Define, implement and evaluate processes, procedures and technical
measures to ensure the security and retention of audit logs.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Data storage,Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Logging and Monitoring,Security Monitoring and Alerting,LOG-03,"Identify and monitor security-related events within applications
and the underlying infrastructure. Define and implement a system to generate
alerts to responsible stakeholders based on such events and corresponding metrics.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data storage, Resource provisioning",Guardrails,"Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Logging and Monitoring,Audit Logs Access and Accountability,LOG-04,"Restrict audit logs access to authorized personnel and maintain records
that provide unique access accountability.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data storage, Team and expertise",Guardrails,"Re-evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Logging and Monitoring,Audit Logs Monitoring and Response,LOG-05,"Monitor security audit logs to detect activity outside of typical
or expected patterns. Establish and follow a defined process to review and take
appropriate and timely actions on detected anomalies.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data storage, Resource provisioning",Guardrails,"Re-evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain, AI applications","Operations, Continuous monitoring, Continuous improvement",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Logging and Monitoring,Clock Synchronization,LOG-06,"Use a reliable time source across all relevant information processing
systems.
",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data collection, Data curation, Data storage, Resource provisioning","Design, Training","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Logging and Monitoring,Logging Scope,LOG-07,"Establish, document and implement which information meta/data system
events should be logged. Review and update the scope at least annually or whenever
there is a change in the threat environment.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data collection, Data curation, Data storage, Resource provisioning","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Logging and Monitoring,Log Records,LOG-08,"Generate audit records containing relevant security information.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Data storage,"Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Logging and Monitoring,Log Protection,LOG-09,"The information system protects audit records from unauthorized access,
modification, and deletion.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Data storage,Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Logging and Monitoring,Encryption Monitoring and Reporting,LOG-10,"Establish and maintain a monitoring and internal reporting capability
over the operations of cryptographic, encryption and key management policies,
processes, procedures, and controls.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Data storage,Training,Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Logging and Monitoring,Transaction/Activity Logging,LOG-11,"Log and monitor key lifecycle management events to enable auditing
and reporting on usage of cryptographic keys.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Data storage,Training,Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Archiving,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Logging and Monitoring,Access Control Logs,LOG-12,"Monitor and log physical access using an auditable access control
system.
",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data storage, Resource provisioning",,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Logging and Monitoring,Failures and Anomalies Reporting,LOG-13,"Define, implement and evaluate processes, procedures and technical
measures for the reporting of anomalies and failures of the monitoring system
and provide immediate notification to the accountable party.
",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,"Evaluation, Validation/Red Teaming, Re-evaluation","AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Logging and Monitoring,Input Monitoring,LOG-14,Log and monitor all input events (content and metadata) to enable auditing and reporting on the usage of AI models.,AI-Specific,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data collection, Data curation, Data storage",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Continuous monitoring, Continuous improvement",Data deletion,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Logging and Monitoring,Output Monitoring,LOG-15,Log and monitor all output events (content and metadata) to enable auditing and reporting on usage of AI models.,AI-Specific,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Data storage,Guardrails,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion",,,,,,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Model Security,Training Pipeline Security,MDS-01,"Define, implement, and evaluate processes, procedures, and technical measures that ensure the security of the Training Pipeline. This should include the entire codebase used in data preprocessing, model training, and integration components, in addition to datasets and pre-trained models used, following recognized application security best practices (e.g., OWASP Top 10). Regularly review and update these measures to address new security threats and best practices.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Data collection, Data curation, Data storage, Resource provisioning","Training, Supply Chain, Design",Validation/Red Teaming,Orchestration,"Operations, Maintenance",N/A,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Model Security,Model Artifact Scanning,MDS-02,"Define, implement, and evaluate processes, procedures, and technical measures for the periodic performance of scanning of model artifacts for vulnerabilities and attacks, at each step of the service lifecycle and at each hand over point.",AI-Specific,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Team and expertise,"Design, Training, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","AI Services supply chain, AI applications","Operations, Maintenance",Model disposal,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Model Security,Model Documentation / Model Card,MDS-03,"Define, implement, enforce, and evaluate processes and procedures for documenting, approving, communicating, evaluating, and maintaining model documentation such as Model Cards.",AI-Specific,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Team and expertise,"Design, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","AI Services supply chain, AI applications","Operations, Continuous improvement",Model disposal,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
