Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.04,62,31,4,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,AI-driven highly personalized advertisement,"""Advanced GPAI systems can create advertisements tailored to individual recip- ients, exploiting the biases and irrational beliefs of each recipient. Such adver- tisements can cause consumers to make decisions they regret in retrospect, or would regret upon more reflection. Current versions of personalized video advertisements already show better re- sults compared to regular advertisements [110]. However, the widespread use of highly personalized advertisements raises concerns about undermining consumer autonomy and exacerbating social inequality.""",,47,,2 - AI,3 - Other,3 - Other,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.05,62,31,5,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Generative AI use in political influence campaigns,"""GPAI tools can be used in automation and scaling of influence campaigns [178]. Public opinion may be manipulated by targeted misleading or manipulative information. This can lead to rising political polarization and diminishing trust in public institutions.""",,47,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.06,62,31,6,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Generation of illegal or harmful content,"""Generative models can create illegal, harmful, or discriminatory content [196], such as sexual abuse material, at scale. Current access controls (e.g., API access filters) are not effective against all user queries in generating such content.""",,47,,2 - AI,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.07,62,31,7,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Unintentional generation of harmful content,"""Generative models can create harmful or discriminatory content from benign user requests. Models can exhibit bias to particular harmful styles of generation (e.g., sexualization of photos of women [87] in the case of image generation models) or they can generate toxic, misleading, or violent data (e.g., a model generating jokes can use ethnic stereotypes or slurs to deliver humor).""",,47,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.08,62,31,8,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Multimodal deepfakes,"""Deepfakes are media that depict real or non-existent people or events, involving the use of multiple modalities (e.g., images, audio, video). They can also involve the imitation of speech or body movements of real people. Multimodal deepfakes can be used to harass, discredit, intimidate, and extort individuals.""",,47-48,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.09,62,31,9,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,"Generation of personalized content for harassment, extortion, or intimidation","""GPAIs can be misused for the automated generation of content personalized to target select individuals based on their weak spots [30]. Such attacks may be more efficient and more successful in achieving the goals of harassment, extortion, or intimidation.""",,48,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.10,62,31,10,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Misuse for surveillance and population control,"""AI tools can be misused by human or institutional actors for monitoring, control- ling, or suppressing individuals [178]. Massive data collection and automated analysis are often conducted, and AI tools can further exacerbate such practices.""",,48,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.11,62,31,11,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Systemic large-scale manipulation,"""AI systems embedded with systemic biases can manipulate large population segments, particularly when these biases align with the beliefs or behaviors of the targeted group. When weaponized at scale, this manipulation can exacerbate social divisions or cause large-scale disruptions, such as city-wide blackouts (e.g., by the manipulation of power consumption into the peak demand period [159]).""",,48,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.12,62,31,12,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Diminishing societal trust due to disinformation or manipulation,"""The use of GPAIs may contribute to the proliferation of either deliberate dis- information or unintended misinformation can severely erode trust in public figures and democratic institutions. This diminishing trust can extend to other forms of media, making the public less informed.""",,48,,1 - Human,3 - Other,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.13,62,31,13,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,Personalized disinformation,"""Automatic generation of disinformation can be personalized to target specific groups or individuals. Such attacks can be more effective in achieving their goals, and their costs can be significantly reduced when using GPAIs.""",,48,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.14,62,31,14,,Risk Sub-Category,Impacts of AI (Societal Impacts) ,GPAI assisted impersonation,"""GPAI outputs are not always correctly detected as AI-generated across multiple modalities (text, images, audio, video). A malicious actor can use GPAI outputs directly when communicating, or use AI-informed details to help construct a convincing impersonation (e.g., forging of supporting documents). Even if future countermeasures prove potent enough to detect GPAI-generated content, the risk remains if the countermeasures are not well known, or difficult to access.""",,48,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.00,62,31,,,Risk Category,Impacts of AI (Financial Impacts) ,,-,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis2024,62.31.01,62,31,1,,Risk Sub-Category,Impacts of AI (Financial Impacts) ,Deployment of GPAI agents in finance,"""The deployment of GPAI based agents in the financial sector can negatively impact market stability due to correlated autonomous actions, high intercon- nectedness, or incentive misalignment [4]. Furthermore, such GPAI agents in the  same environment are vulnerable to classical challenges in multi-agent systems [63], such as coordination and security of the agents.""",,48-49,,1 - Human,2 - Unintentional,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
